acc x,acc y,acc z
0.84132385,9.125458,-3.177353
0.9194031,9.18959,-3.2599945
0.9299469,9.11026,-3.3729095
0.9645691,8.925201,-3.274231
1.0630646,8.887543,-3.202301
1.2572021,8.968689,-3.1595764
1.455307,8.996719,-3.2651825
1.5354309,9.052872,-3.328888
1.6947632,9.057999,-3.256668
1.7873383,9.040085,-3.2277832
1.7928162,9.060974,-3.2864227
1.7724915,9.099213,-3.3567505
1.7528687,9.099594,-3.4538727
1.6642914,9.033691,-3.5286102
1.5171509,8.96434,-3.529541
1.4103699,8.935043,-3.4851532
1.2867432,8.92746,-3.3609772
1.279602,8.947388,-3.2184448
1.2592926,9.036316,-3.1307678
1.2138672,9.1633,-3.1101685
1.2472687,9.235733,-3.1162872
1.2993774,9.280869,-3.0438538
1.3464508,9.353638,-2.901062
1.3498993,9.388901,-2.8484192
1.3598022,9.351624,-2.9321442
1.5070343,9.23111,-3.0764923
1.731842,9.126724,-3.1110382
1.8979645,9.006287,-3.0322418
1.9389954,8.771408,-3.0986023
1.8699646,8.631577,-3.2674713
1.782959,8.628632,-3.395401
1.6450653,8.596191,-3.5210724
1.5663452,8.534439,-3.6092987
1.6587219,8.541748,-3.690384
1.8368225,8.596222,-3.7702026
2.0382538,8.656296,-3.7793884
2.1415253,8.734879,-3.730072
2.0682526,8.785645,-3.7332306
1.9075012,8.835815,-3.7561493
1.7241211,8.839767,-3.7600098
1.576477,8.843948,-3.6550903
1.4989471,8.89917,-3.5295105
1.4895477,8.961121,-3.4463806
1.4156494,9.016541,-3.3668823
1.2962952,9.01947,-3.4269257
1.3241882,8.94989,-3.5649414
1.4614868,8.893677,-3.5632324
1.6837006,8.920715,-3.4294434
1.8439026,8.970505,-3.4392853
1.9491425,8.988312,-3.5327759
2.1013184,8.971191,-3.6487885
2.1292114,8.933426,-3.6859436
2.0890503,8.846542,-3.7070618
2.0242004,8.80513,-3.7187195
1.9644165,8.785141,-3.7010956
1.933609,8.817474,-3.734604
1.843338,8.787018,-3.7703552
1.8137054,8.6883545,-3.8238373
1.7696686,8.629868,-3.8550568
1.758194,8.655731,-3.8177795
1.776886,8.72084,-3.8644562
1.8198242,8.727844,-3.9320526
1.8421326,8.6966095,-3.9574432
1.9118042,8.679474,-3.9330902
1.920166,8.673264,-3.856491
1.9619598,8.690216,-3.8112488
1.9988251,8.745865,-3.7631836
1.988327,8.776779,-3.7938538
1.9686584,8.695984,-3.8377075
1.9389648,8.5212555,-3.8828888
2.002411,8.338745,-3.8948517
2.023056,8.296127,-3.9369202
2.048935,8.544586,-4.05838
1.9349518,9.357681,-4.301071
1.7659607,9.757523,-4.4333344
1.5731506,9.279114,-4.215988
1.3851471,8.585358,-3.5466156
1.4373474,8.323898,-3.2609863
1.5987854,8.5026245,-3.5697327
1.6404877,8.841507,-3.964447
1.5060425,9.019424,-4.1814575
1.5338898,8.896378,-4.0716095
1.5010834,8.742142,-3.836792
1.5635376,8.65834,-3.7222137
1.5987549,8.677811,-3.7153473
1.5973053,8.616058,-3.7646637
