acc x,acc y,acc z
0.35379,9.587006,-2.217178
0.361862,9.720825,-2.189209
0.386215,9.876709,-2.149338
0.443222,10.037704,-2.071762
0.452011,10.139328,-1.97792
0.503632,10.277435,-1.990845
0.584335,10.438843,-1.949295
0.611816,10.526947,-1.838562
0.462021,10.405609,-1.726654
0.255692,10.103439,-1.526108
0.147095,9.806366,-1.272507
0.172989,9.614487,-1.081924
0.214569,9.545166,-1.183884
0.231934,9.605881,-1.393478
0.242615,9.668991,-1.643845
0.259628,9.628235,-1.795654
0.241089,9.533096,-1.691559
0.187759,9.349686,-1.468689
0.132828,9.265182,-1.36113
0.167709,9.172806,-1.378708
0.133682,8.927338,-1.439301
0.061661,8.535736,-1.466293
-0.026535,8.207382,-1.518173
-0.009491,8.081329,-1.44397
-0.14151,8.236328,-1.427917
-0.361847,8.483734,-1.516708
-0.659119,8.716202,-1.4617
-0.855698,8.889191,-1.314407
-0.76918,9.08728,-0.943069
-0.78891,9.183151,-0.574554
-0.923553,9.315628,-0.565018
-0.929398,9.324707,-1.005753
-0.681915,9.238815,-1.251022
-0.460052,9.10852,-1.376816
-0.304703,9.085312,-1.272919
-0.285172,9.196167,-1.108017
-0.353516,9.189468,-0.894226
-0.447647,9.127396,-0.458099
-0.575195,9.115387,0.106384
-0.668106,9.387634,0.441833
-0.663757,9.646896,0.554779
-0.417572,9.749298,0.475891
-0.530716,9.585205,0.558472
-0.817856,9.405441,0.273117
-0.992371,9.334717,-0.077011
-1.065292,9.226395,-0.478134
-1.142853,9.054428,-0.828033
-1.343201,8.96846,-1.022095
-1.548813,8.933182,-1.12117
-1.791565,8.97435,-1.037949
-2.07164,9.261368,-0.708969
-2.259964,9.514511,-0.600922
-2.211136,9.454895,-0.566406
-1.999497,9.330627,-0.520752
-1.75325,9.095871,-0.47403
-1.342896,8.8703,-0.575699
-0.848679,8.774689,-0.651764
-0.450165,8.766571,-0.710144
-0.143784,8.697464,-0.827621
-0.181168,8.827255,-0.733093
-0.342224,9.013107,-0.714279
-0.46431,9.236557,-0.677429
-0.577286,9.291519,-0.767563
-0.594772,9.295105,-0.810959
-0.495255,9.283218,-0.819702
-0.493744,9.631775,-1.066727
-0.460922,10.078598,-1.537216
-0.309692,10.479752,-2.0224
-0.183136,10.711945,-2.159149
-0.203964,10.665024,-1.898468
-0.500931,10.616409,-1.591522
-0.764801,10.653275,-1.341522
-0.891251,10.764633,-1.183228
-0.998901,10.965241,-0.932053
-1.105118,11.229584,-0.750931
-1.15004,11.464737,-0.441147
-1.350571,11.768311,-0.11084
-1.814896,12.256088,0.008286
-2.605591,12.792435,-0.403442
-3.176498,13.104538,-0.954025
-3.015655,13.039413,-1.011505
-2.762375,12.858154,-0.387558
-2.616013,12.426163,0.251663
-2.479813,11.815384,0.199768
-2.174454,11.324097,0.070709
-1.825867,11.184174,-0.010529
-1.352799,11.303955,-0.202301
-0.877747,11.295181,-0.847336
-0.265396,10.960846,-1.917648
0.811371,10.335678,-2.733749
1.639587,9.571381,-3.194519
2.077743,9.109085,-3.673187
2.127014,8.877121,-4.151413
2.495331,8.970581,-4.065033
2.556534,9.420883,-3.313507
1.735367,10.534042,-1.260223
0.916992,11.141586,0.108749
1.290375,11.644363,0.654053
2.397705,12.308075,0.587128
3.061859,12.773132,0.407547
3.271179,12.933289,-0.126541
3.300339,12.635666,-0.854568
2.344162,11.749039,-1.57309
1.293701,10.845489,-1.304993
-0.059387,9.842926,-0.549698
