acc x,acc y,acc z
-0.643539,9.649368,-1.536774
-0.296356,9.686691,-1.430985
-0.025604,9.62323,-1.293671
0.174194,9.565567,-1.34581
0.271866,9.647217,-1.275543
0.20639,9.651047,-1.231506
0.022797,9.753464,-1.051834
-0.334473,9.794693,-0.866333
-0.656555,9.834412,-0.622742
-0.88855,9.857452,-0.236404
-1.169586,9.931168,0.04924
-1.359344,9.807571,0.274963
-1.641907,9.731964,0.283142
-1.846893,9.741791,0.310608
-1.82222,9.985306,0.132645
-1.962692,10.181137,0.018066
-1.930786,10.331802,-0.05191
-1.502396,10.495132,-0.064743
-0.540298,10.60109,-0.024277
0.628967,10.517487,-0.03511
2.102844,10.430389,0.087296
2.906998,10.386856,0.028564
3.252396,10.301056,-0.142319
3.147263,10.321518,-0.130218
2.965668,10.444229,0.065659
2.685471,10.546982,0.487244
2.380234,10.783798,1.329224
2.123871,11.1633,2.257294
1.82132,11.636154,2.761139
1.49379,11.970596,2.373657
0.920578,11.958252,2.020889
0.601669,11.548813,2.643204
0.550598,10.485382,3.637528
-0.157242,9.121384,2.547531
-0.689987,7.961868,0.959442
-0.454422,7.081619,0.193268
0.036606,6.617416,-0.247009
0.591553,6.531631,-0.708878
1.190445,6.806396,-0.256836
1.456696,7.185196,0.757278
1.532227,7.40065,2.058197
1.400665,7.42839,2.878952
1.262146,7.342056,2.853088
1.128097,7.154159,2.530975
1.027908,6.947632,2.41716
0.966751,6.858017,2.521469
0.881836,6.666138,2.781265
0.799423,6.488724,3.096558
0.710526,6.394974,3.282669
0.667114,6.458084,3.352097
0.647888,6.772278,3.375244
0.707489,7.231827,3.484894
0.769394,7.776001,3.843094
0.984711,8.258179,4.080414
1.426483,8.550552,4.237701
1.847565,8.630676,4.28096
2.358048,8.545547,4.216324
2.546982,8.388596,4.268433
2.391174,8.218384,4.377319
2.219559,8.123627,4.466064
2.091522,8.103622,4.347473
1.931351,8.127228,4.230362
1.838226,8.262665,4.239121
1.844681,8.49733,4.264221
1.793045,8.745102,4.292069
1.820969,9.026932,4.194809
2.271805,9.514572,3.659256
2.488831,10.081634,3.050919
2.51442,10.709106,2.606598
2.49559,11.169937,2.484665
2.470612,11.269257,2.463135
2.389023,10.958588,2.297699
2.253159,10.433319,2.064239
1.945679,9.908844,1.905014
1.539581,9.590637,1.822754
1.156494,9.755386,1.775406
1.25383,10.131088,1.680573
2.204407,10.127838,1.346573
2.928803,10.074692,1.372391
2.786072,10.696701,2.055389
1.644699,11.859421,2.34874
0.161484,12.567688,1.296143
-0.835403,12.665207,-0.154495
-0.808716,12.733261,-0.608978
0.523163,12.68338,0.111679
2.720902,11.839844,1.586334
4.187424,9.888153,2.544723
4.124206,7.525635,1.911865
3.263458,5.566849,0.158615
2.336197,4.731705,-1.83548
1.421295,5.078522,-3.122757
0.574615,6.183838,-3.494415
-0.266357,7.672714,-2.97641
-1.195847,9.222046,-2.03447
-2.118454,10.485718,-1.273788
-2.875443,10.993591,-1.147659
-2.957657,10.757492,-1.308197
-2.370148,10.1996,-1.422089
-1.587616,9.532791,-1.386841
-0.849777,8.90361,-1.14801
-0.23204,8.471634,-0.88266
0.210266,8.442627,-0.600861
0.411316,8.713593,-0.310059
0.485123,9.18747,-0.045486
0.34964,9.493134,0.022125
0.059021,9.638077,0.0513
-0.31163,9.524323,0.078735
-0.830185,9.144684,-0.130478
-1.480865,8.735001,-0.569885
-2.176636,8.447464,-1.065063
-2.776993,8.350266,-1.582718
-3.063766,8.453247,-1.94104
-3.024124,8.675461,-2.241211
-2.61055,8.88678,-2.303467
-2.002853,9.022141,-2.241821
-1.335083,9.024933,-1.968781
-0.86348,8.912506,-1.714386
-0.570862,8.751083,-1.388794
-0.32103,8.610275,-1.135452
-0.169998,8.582871,-1.09491
-0.196716,8.554749,-1.041809
-0.31691,8.607315,-0.993027
-0.657761,8.623337,-0.918594
-0.934296,8.72876,-1.052322
-1.088684,8.96878,-1.217743
-1.176788,9.30452,-1.316727
-1.261444,9.568695,-1.325134
-1.44722,9.887558,-1.309311
-1.284729,10.139465,-1.461761
-0.806198,9.909851,-1.446045
-0.414154,9.200378,-0.96315
-0.468521,8.425232,-0.721466
-0.698181,8.242981,-0.814606
-0.722885,8.760742,-1.126785
-0.643616,9.440994,-1.284897
-0.88063,9.798904,-1.268906
-1.355606,9.938934,-1.427048
-1.690308,10.137985,-1.492569
-1.863647,10.365021,-1.652802
-1.979691,10.518723,-1.779648
-2.097031,10.785141,-1.759155
-2.007126,11.183777,-1.678772
-1.600235,11.456955,-1.355362
-1.264709,11.356903,-0.938629
-1.469269,11.568954,-0.561264
-2.072693,13.068878,-0.552246
-1.911301,14.613937,-1.29657
-0.742981,15.147385,-1.215469
0.186111,14.759201,-1.386063
0.489685,14.247025,-1.805084
0.572128,14.073044,-1.827286
0.355255,13.344269,-1.276627
-0.134232,12.076294,-1.231995
-0.276596,10.987015,-1.17308
0.05249,10.145279,-1.229248
0.474716,9.724152,-1.611694
0.220978,9.855438,-1.605316
-0.508514,10.38533,-1.018448
-1.164032,10.886139,-0.787674
-1.434052,11.06897,-1.323578
-1.247192,11.333542,-1.910919
-0.581467,11.554108,-2.456436
-0.226837,11.686249,-3.262344
-0.075806,11.742172,-3.907104
-0.207153,11.293182,-4.204422
-0.556396,10.546188,-4.416489
-0.813461,9.798645,-4.406753
-0.973328,9.044632,-4.257889
-1.152329,8.339737,-4.00415
-1.198593,7.840149,-3.459351
-0.854935,7.473068,-2.332153
-0.251373,7.494537,-1.050491
0.221344,7.707321,-0.356491
0.409424,8.042282,0.206039
0.459595,8.192429,0.49585
0.575913,8.051132,0.298523
0.868469,7.694244,0.368286
1.225525,7.330277,0.488068
1.853714,7.000214,0.089828
2.219345,6.940262,-0.779114
2.490463,7.088562,-1.420959
2.510513,7.420425,-1.343292
2.497284,7.480301,-0.823959
2.619125,7.208527,-0.294891
2.709366,6.687653,0.152267
2.69574,6.136108,0.623001
2.25943,5.709595,1.260666
1.664963,5.591736,2.043289
0.999176,5.866959,2.548233
0.329926,6.248871,2.964966
-0.302109,6.771637,3.181747
-0.75737,7.34581,3.375961
-0.927048,7.843582,3.551102
-0.95195,8.317535,3.738953
-1.032959,8.743729,3.797714
-0.817764,9.168961,3.882523
-0.377228,9.58934,3.958328
-0.138763,9.859024,4.007965
0.058868,10.115326,4.080383
0.041885,10.394989,4.246124
-0.075531,10.606781,4.414551
-0.344986,10.784515,4.431137
-0.604126,10.901932,4.419815
-0.70224,11.063217,4.312881
-0.638687,11.192215,4.060959
0.022415,10.940369,3.60997
1.19664,10.414505,3.029098
2.677506,9.577057,2.616913
3.758057,8.311172,2.52388
3.534027,7.383636,2.845322
1.639145,7.739792,3.330429
0.479599,9.159119,3.192978
2.881332,11.125092,2.346878
4.787781,13.53035,0.863739
4.512039,15.269867,-0.827927
3.104935,14.807159,-2.094971
1.097046,12.938614,-2.434799
0.350311,11.55368,-2.299271
1.763977,10.799088,-1.912552
4.026901,9.884583,-0.712753
4.919525,8.688904,-0.127762
3.33464,7.147018,-0.926056
0.724686,5.967712,-1.990204
-2.22789,5.764175,-2.72023
-3.441071,6.207733,-3.414429
-3.044952,7.170075,-3.788879
-2.589203,8.061157,-2.958374
-2.347473,9.458893,-0.67926
-2.351929,10.713196,1.74231
-2.199356,10.961639,2.198151
-1.490784,10.31398,0.658478
-0.254974,9.580521,-1.227615
1.32901,9.121216,-2.384735
2.107864,9.021637,-2.451126
1.731216,8.982071,-2.017014
0.695267,8.823883,-1.111893
-0.519897,8.430969,0.358307
-1.802597,7.966904,1.599808
-2.741043,7.796707,2.122467
-2.985779,7.908112,1.471787
-2.756058,8.194855,0.307709
-2.33815,8.602341,-0.908325
-2.056549,8.904892,-1.864258
-1.842087,9.001831,-2.562454
-1.520752,8.896606,-2.864533
-1.352707,8.805542,-2.440475
-1.436646,8.848038,-1.519577
-1.563492,9.165482,-0.575607
-1.805008,9.580032,0.151581
-1.969421,9.806564,0.512711
-1.843872,9.716736,0.554703
-1.66864,9.320312,0.431488
-1.386978,8.816193,0.114609
-0.950119,8.522446,-0.544113
-0.36084,8.569855,-1.259537
0.216995,8.729523,-1.699661
0.510849,8.74292,-1.730957
0.37796,8.496368,-1.524429
-0.211151,8.229248,-1.341339
-1.012207,8.413162,-1.444138
-1.302078,8.932678,-1.838776
-1.069748,9.317764,-2.122208
-0.852173,9.248261,-1.978165
-0.885925,9.1698,-1.688141
-0.954575,9.473114,-1.387726
-1.024704,9.91893,-1.100296
-1.295898,10.30571,-1.049835
-1.570435,10.73584,-1.363708
-1.647781,11.193161,-1.71994
-1.572693,11.502228,-1.503403
-1.47142,11.689652,-0.509705
-1.928451,12.23761,0.725174
-2.932236,13.609329,1.259369
-3.235886,14.858276,1.250626
-2.078339,14.607285,1.547531
-1.116196,13.503021,1.350449
-1.251526,13.064575,-0.153122
-1.742371,13.475342,-1.571213
-1.825394,13.648712,-1.888336
-1.335236,13.396652,-1.424408
-0.329468,12.987427,0.090149
0.826797,12.067993,-0.146072
1.34021,11.056778,-3.207336
1.528656,10.840927,-5.174835
1.669418,10.818497,-4.288071
0.212112,10.913437,-1.807877
-2.481155,11.378784,0.264008
-2.841721,11.840973,0.390045
-0.669724,12.499084,-1.02742
1.139755,13.339905,-2.065536
1.446381,13.680984,-1.980789
0.596375,13.283905,-1.806717
-0.437958,12.320709,-2.196518
-1.143417,11.121567,-3.258453
-1.481918,9.908447,-4.224243
-1.918228,8.72644,-4.429642
-2.256363,7.671692,-3.763596
-2.249023,6.810028,-2.388092
-1.799423,6.17543,-1.097855
-1.361618,5.644257,-0.434067
-0.965744,5.210846,-0.076874
-0.468475,4.924393,0.373474
0.085922,4.816818,0.822205
0.785278,4.743851,1.09343
1.66333,4.702026,1.074829
2.477387,4.831406,1.036896
3.202057,5.139938,0.872788
3.62912,5.529831,0.501053
3.756302,5.844559,0.121643
3.78006,5.949982,-0.066742
3.388733,5.781601,0.107193
3.115479,5.575348,0.710663
2.772919,5.398117,1.650589
2.284073,5.205277,2.670746
1.656387,5.149612,3.48967
1.016556,5.383301,4.216003
0.422699,6.019882,4.686386
-0.303635,7.112305,4.85408
-1.488357,8.67102,5.117142
-2.757172,10.546036,5.244339
-3.591782,12.212433,5.008758
-3.617935,13.674789,4.6763
-2.653,14.812149,4.117477
-0.591171,15.488678,3.764954
2.077057,14.827301,3.966812
3.144821,12.347855,3.972305
4.287872,9.754654,3.785843
5.37561,7.905335,3.160065
4.835144,8.354828,3.583725
5.105957,9.690094,2.105133
5.889816,11.146774,-0.768692
4.9982,12.360107,-2.678558
3.694061,13.544281,-3.292603
3.514298,15.029068,-3.938599
3.013458,15.265961,-4.712326
2.702393,14.336975,-5.678574
2.404877,12.458527,-4.071564
3.071197,10.430832,0.256638
3.641602,8.275757,2.535431
2.632248,5.826645,1.994934
-0.617096,3.429993,-0.282455
-3.580185,2.397079,-2.636597
-5.189011,2.775818,-5.294998
-5.462158,4.567062,-6.607086
-5.855606,7.246811,-5.801514
-6.328522,10.522293,-3.724167
-5.463684,13.108063,-0.66037
-3.372513,13.570175,1.654755
-0.822922,12.607315,2.937744
1.020096,11.086685,1.942017
1.965027,9.841415,0.484192
2.300964,8.873428,-0.447662
2.360657,8.257538,-0.709076
1.729919,7.883255,-0.38562
0.901215,7.504242,0.197479
0.227737,7.158325,0.26329
-0.205811,6.845612,-0.251205
-0.682617,6.990219,-0.820633
-1.244827,7.726791,-1.230454
-1.743744,8.753891,-1.497131
-2.332489,9.751282,-1.914047
-2.901825,10.172607,-2.266815
-3.20517,9.927093,-2.506119
-3.162994,9.290207,-2.449951
-2.988281,8.657425,-2.216064
-2.89415,8.381897,-2.01709
-2.712631,8.359116,-1.901886
-2.566864,8.454788,-1.736618
-2.347321,8.53009,-1.244293
-1.679672,8.380936,-0.835831
-0.836533,8.144516,-0.808197
0.106354,8.029907,-1.644272
1.199264,8.139542,-2.4944
1.983963,8.362305,-2.563889
2.012924,8.715225,-2.344803
1.081284,9.038849,-2.061417
-0.126022,9.405975,-1.699753
-1.073761,9.901947,-1.190231
-1.713974,10.075287,-0.468903
-2.287979,10.175522,-0.25885
-2.262222,10.143524,-0.902298
-1.73407,9.933731,-1.998673
-0.973923,9.601242,-2.581375
-0.547043,9.497498,-2.639145
-0.729355,9.709305,-2.375748
-1.247635,10.067718,-1.945404
-1.918915,10.457443,-1.448471
-2.139191,10.843964,-0.681778
-1.679626,11.178986,0.134109
-1.02919,11.359177,0.708313
-1.059998,11.979935,1.329224
-2.62796,14.31897,0.743927
-3.024262,15.769379,-1.050629
-1.563019,14.79892,-0.361954
-1.280502,12.936371,0.527267
