frame,acc x,acc y,acc z
822,0.146096,10.45905,-0.083826
823,0.119751,10.490186,-0.05269
824,0.131726,10.504556,-0.088616
825,0.114961,10.540481,-0.00479
826,0.093406,10.574011,0.079036
827,0.035925,10.542876,0.186812
828,-0.00958,10.574011,0.342488
829,-0.00958,10.626702,0.536484
830,-0.105381,10.696157,0.677791
831,-0.146096,10.772798,0.843047
832,-0.210762,10.825488,0.912502
833,-0.287402,10.916499,1.101709
834,-0.287402,11.038645,1.26457
835,-0.313748,11.191926,1.403481
836,-0.335303,11.472144,1.537603
837,-0.352068,11.69009,1.647773
838,-0.340093,11.874507,1.750759
839,-0.306563,11.941567,1.81303
840,-0.196392,11.989468,1.916016
841,-0.01916,11.903247,1.942361
842,0.112566,11.728411,1.951941
843,0.177231,11.302097,1.86093
844,0.110171,10.782378,1.700464
845,-0.02874,10.250684,1.695674
846,-0.253872,9.745334,1.765129
847,-0.522114,9.311836,1.949546
848,-0.871787,8.988508,2.155518
849,-1.305286,8.768167,2.196233
850,-1.80345,8.787327,2.301614
851,-2.196233,8.928633,2.699187
852,-2.411785,9.105864,3.288362
853,-2.498005,9.1849,3.456013
854,-2.548301,9.036409,3.479963
855,-2.577041,8.720266,3.312312
856,-2.48124,8.590935,3.384163
857,-2.191443,8.638835,3.597319
858,-1.80824,8.808882,3.788921
859,-1.372346,8.952583,3.592529
860,-0.979563,8.816067,3.357817
861,-0.756826,8.610095,3.209326
862,-0.524509,8.444839,3.182981
863,-0.292192,8.243657,3.233276
864,-0.232317,8.047266,3.288362
865,-0.368833,7.743098,3.137476
866,-0.59157,7.38624,3.199746
867,-0.840652,7.261699,3.374583
868,-1.077759,7.283254,3.676355
869,-1.161584,7.501201,3.920647
870,-1.293311,7.692803,4.009263
871,-1.396296,7.824529,3.961362
872,-1.489702,7.834109,3.879932
873,-1.458567,7.984995,3.915857
874,-1.408271,8.152646,4.057163
875,-1.322051,8.231682,4.179309
876,-1.341211,8.224497,4.167334
877,-1.360371,8.313113,4.081113
878,-1.472937,8.475974,4.033213
879,-1.573528,8.679551,4.172124
880,-1.664539,8.923843,4.186494
881,-1.712439,9.134604,4.150569
882,-1.700464,9.436377,4.229604
883,-1.676514,9.618398,4.349355
884,-1.640588,9.656719,4.524192
885,-1.650168,9.577683,4.667893
886,-1.666934,9.560918,4.744534
887,-1.81782,9.486672,4.770879
888,-1.820215,9.323811,4.445156
889,-1.810635,9.364526,4.744534
890,-1.79866,9.929751,5.441484
891,-1.853745,10.238708,5.575605
892,-2.019001,10.253079,5.352869
893,-2.112407,10.114167,5.300178
894,-2.126777,9.83395,5.49657
895,-1.990261,9.661509,5.628296
896,-1.695674,9.503438,5.609136
897,-1.396296,9.328601,5.479805
898,-1.17356,8.954978,5.087021
899,-1.130449,8.57417,4.87147
900,-1.243015,8.279583,4.842729
901,-1.465752,8.63644,5.115762
902,-1.79866,10.054292,5.546865
903,-2.124382,11.553574,4.878655
904,-2.49082,13.179792,4.768484
905,-2.498005,15.050303,4.792434
906,-1.853745,16.063396,5.094207
907,-0.524509,15.459851,4.88584
908,0.440684,12.770244,3.139871
909,0.684976,8.792117,0.936453
910,0.797542,5.209167,-0.517324
911,0.941243,3.611689,-1.27894
912,0.864602,3.815266,-1.530417
913,1.003513,4.976851,-1.444197
914,1.872905,6.74677,-1.365161
915,3.08239,8.751401,-1.86572
916,4.200864,10.442285,-2.071692
917,4.797224,11.67093,-2.136357
918,4.86668,12.298425,-1.470542
919,4.749324,12.478052,-0.124541
920,4.131409,11.934382,1.154399
921,2.838098,10.693762,1.944756
922,1.171165,9.546548,2.294429
923,-0.493374,8.885522,2.397415
924,-1.84656,8.763376,2.325564
925,-2.600991,9.19448,2.347119
926,-2.735112,9.884246,2.172283
927,-2.292034,10.284214,1.844165
928,-1.355581,10.432705,1.393901
929,0.021555,10.269844,0.965193
930,1.293311,9.946516,0.60115
931,2.356699,9.659114,0.253872
932,2.948269,9.22801,-0.031135
933,3.03928,8.940608,-0.069456
934,2.842888,8.863967,0.02395
935,2.39502,9.002878,0.007185
936,1.949546,9.283096,0.153281
937,1.482517,9.532178,0.337698
938,1.288521,9.735754,0.404758
939,1.326841,9.872271,0.64905
940,1.678909,9.889036,0.723296
941,1.916016,9.934541,0.677791
942,2.098037,9.965676,0.455054
943,1.966311,10.109377,0.261057
944,1.631008,10.44468,0.189207
945,0.991538,10.712922,0.277822
946,0.328118,10.624307,0.730481
947,-0.371228,10.006392,1.20709
948,-0.735271,9.295071,1.199905
949,-0.725691,9.168135,1.101709
950,-0.237107,9.596843,0.979563
951,0.543669,10.121353,0.546064
952,1.300496,10.277029,-0.071851
953,1.786685,10.015972,-0.57241
954,2.011816,9.778865,-0.711321
955,2.038162,9.896221,-0.58678
956,1.887275,10.284214,-0.337698
957,1.741179,10.569221,-0.366438
958,1.585503,10.44468,-0.287402
959,1.568738,10.114167,-0.059875
960,2.102827,10.45905,0.119751
961,3.05365,11.148816,0.03832
962,3.628455,11.551179,-0.378413
963,3.609294,11.575129,-0.888552
964,3.209326,11.347603,-1.161584
965,2.756667,11.292517,-1.111289
966,2.44771,11.472144,-0.673
967,2.169888,11.658955,-0.083826
968,1.973496,11.879297,0.538879
969,1.645378,11.936777,0.969983
970,1.276545,11.769126,1.472937
971,0.787961,11.479329,1.935176
972,0.455054,11.280542,2.311194
973,0.838257,11.536809,2.562671
974,1.542393,13.577366,2.174678
975,2.052532,15.167659,1.324446
976,1.995051,14.489868,1.322051
977,2.074087,12.985796,1.710044
978,2.076482,11.723621,0.771196
979,1.559158,11.00272,-0.907712
980,1.166375,10.590776,-2.600991
981,0.689766,10.751243,-3.151846
982,0.340093,11.702065,-3.03928
983,-0.067061,13.031301,-2.548301
984,-0.502954,14.418018,-2.260898
985,-0.656235,15.457456,-1.468147
986,-0.407153,15.9652,-0.210762
987,-0.105381,15.744858,0.416733
988,0.074246,14.73416,0.342488
989,0.062271,13.311519,0.306563
990,0.059875,11.857742,-0.490979
991,-0.299377,10.554851,-0.924478
992,-0.471819,9.374106,-1.432222
993,-0.347278,8.820857,-1.872905
994,-0.091011,8.423284,-2.066902
995,0.150886,7.92991,-1.923201
996,0.246687,7.429351,-1.705254
997,0.186812,7.031777,-1.27894
998,-0.091011,6.686895,-0.684976
999,-0.519719,6.459368,0.079036
1000,-0.986748,6.291716,0.682581
1001,-1.405876,6.198311,1.281335
1002,-1.786685,6.270161,1.777104
1003,-1.908831,6.433022,1.983076
1004,-1.995051,6.622229,2.102827
1005,-2.066902,6.74677,2.009421
1006,-2.071692,6.856941,1.772314
1007,-1.983076,6.897656,1.590293
