acc x,acc y,acc z
1.197815,9.932556,-0.340118
1.280975,9.918289,-0.269424
1.380859,9.900482,-0.192444
1.417816,9.850677,-0.166718
1.412369,9.803009,-0.151138
1.421631,9.775558,-0.220795
1.445404,9.769516,-0.203064
1.477417,9.761826,-0.197601
1.545059,9.76001,-0.165176
1.588455,9.79921,-0.098099
1.567154,9.81311,-0.05072
1.549438,9.821167,-0.008209
1.576355,9.857132,0.036057
1.68071,9.878098,0.045776
1.779022,9.90152,0.028122
1.807938,9.945892,0.034927
1.888992,9.971146,0.010559
2.085632,9.96994,-0.005722
2.288986,9.998886,-0.009857
2.443634,10.049377,-0.037552
2.526459,10.024567,0.043823
2.59671,10.026764,0.284714
2.624084,9.992279,0.410767
2.579941,9.949646,0.445419
2.582321,9.91185,0.469131
2.676025,9.849106,0.391144
2.725922,9.754105,-0.065063
2.890839,9.638626,-0.459381
3.149017,9.362259,0.471741
3.064331,8.830093,2.203735
2.54895,8.179047,3.315445
2.121277,7.727188,3.607147
1.953934,7.582352,3.637863
1.920822,7.707031,3.630585
1.93486,7.936615,3.533417
1.924912,8.222519,3.142548
1.850891,8.473465,2.641113
1.963959,8.560638,2.57489
2.075348,8.419449,2.848938
2.06694,8.075562,3.134598
1.922913,7.666672,3.184067
1.726761,7.371079,3.203903
1.574707,7.228409,3.127838
1.441315,7.26265,2.940796
1.39006,7.419601,2.708069
1.482437,7.685867,2.467896
1.716385,7.998291,2.350678
1.949448,8.193924,2.390091
2.139511,8.243118,2.520294
2.225937,8.269073,2.722717
2.252136,8.286072,2.975235
2.217331,8.246491,3.32402
2.164642,8.221283,3.585907
2.106537,8.327972,3.542999
2.07048,8.589264,3.367188
2.096527,8.879761,3.332565
2.178375,9.012497,3.42067
2.275482,8.976105,3.594009
2.225983,8.824158,3.734741
2.080521,8.638168,3.784531
1.842407,8.562622,3.771591
1.646744,8.530472,3.698013
1.433594,8.49997,3.583557
1.449799,8.491943,3.549988
1.552979,8.396484,3.592331
1.651123,8.219162,3.680328
1.779846,8.041824,3.816864
1.859238,7.914291,3.968765
1.831207,7.96138,3.880341
1.845245,8.141098,3.699036
1.921814,8.719605,3.417725
2.04039,9.874878,3.537613
2.024414,11.27832,3.724884
2.265915,12.374405,3.572449
2.659851,12.726608,2.784759
3.001831,12.254349,1.829666
3.065125,11.219543,0.961136
2.739685,10.105728,0.587189
2.292908,9.399017,0.902084
2.002625,9.001831,1.534485
1.975571,8.954407,1.826904
2.385666,9.081314,1.755051
2.508209,9.152527,1.856857
2.292358,9.030884,1.959244
2.095337,8.762695,1.770584
1.927032,8.501587,1.489105
1.348312,8.470947,1.06958
0.701767,8.63205,0.877106
0.376541,8.83844,0.597992
0.131516,8.976166,0.094238
0.084671,9.052719,-0.439743
0.039459,9.15686,-0.637955
-0.219025,9.192795,-0.526031
-0.352081,9.186707,-0.3806
-0.312759,9.233307,-0.39386
-0.112106,9.252975,-0.340073
0.051239,9.402267,-0.405655
0.154587,9.560287,-0.456055
0.1492,9.656021,-0.40564
0.045547,9.741364,-0.337555
-0.110657,9.756927,-0.378891
-0.175781,9.85434,-0.312561
-0.148514,10.024475,-0.171677
-0.001556,10.112106,-0.12796
0.189377,10.172668,0.01207
0.426178,10.118073,0.058121
0.657013,9.908981,0.168594
0.895889,9.639526,0.2323
0.94368,9.391373,0.19957
0.762848,9.167404,0.220856
0.523636,9.091431,0.294113
0.327164,9.031448,0.172729
0.222198,9.065292,0.175613
0.177795,9.189987,0.15152
0.171326,9.337311,0.076859
0.188492,9.466232,0.028442
0.23912,9.571945,0.003128
0.239639,9.624664,0.063919
0.151047,9.574677,0.085815
0.093552,9.625458,0.20047
-0.01532,9.578735,0.263718
-0.221649,9.572693,0.222015
-0.339432,9.563446,0.106354
-0.368027,9.587936,-0.023575
-0.295898,9.623795,-0.095734
-0.254501,9.695389,-0.114426
-0.142288,9.738693,0.003708
0.088562,9.72403,0.161942
0.16597,9.584534,0.044952
0.240143,9.50058,0.035828
0.287491,9.46434,0.064957
0.351273,9.377258,-0.022354
0.338394,9.235535,-0.156708
0.276306,9.165298,-0.155426
0.133896,9.138306,-0.180008
-0.064972,9.112808,-0.194351
-0.144501,9.147751,-0.30423
-0.263657,9.182907,-0.370453
-0.293076,9.225357,-0.412247
-0.351639,9.228622,-0.417725
-0.363663,9.170227,-0.362213
-0.341873,9.053024,-0.401596
-0.416336,9.028641,-0.563522
-0.474365,9.156998,-0.889755
-0.270706,9.473663,-1.208893
0.080917,9.762131,-1.313843
0.50444,9.931442,-1.194427
0.854965,9.893417,-1.027054
1.094711,9.798141,-0.81984
1.26387,9.689728,-0.657425
1.228958,9.600952,-0.527359
1.005707,9.592468,-0.497513
0.695312,9.691666,-0.361435
0.375229,9.89299,-0.277893
0.132629,10.083145,-0.292023
-0.028412,10.302597,-0.459152
-0.296036,10.624191,-0.715485
-0.705368,11.170563,-1.012528
-0.769257,11.846725,-1.487778
-0.445679,12.309891,-1.68158
-0.147598,12.265686,-1.220749
-0.413132,11.713669,-0.826538
-0.855774,11.289917,-0.898148
-0.931686,11.393829,-1.184921
-0.561508,11.712158,-1.593048
0.178619,11.972321,-1.877884
1.161179,11.991043,-1.812576
2.069763,11.671707,-1.495529
2.588516,11.060806,-1.040131
2.733765,10.311249,-0.659027
2.523468,9.595535,-0.454575
2.218124,8.977493,-0.485489
2.066299,8.5979,-0.685211
1.810043,8.324402,-0.855255
1.835403,8.167816,-0.954788
2.234436,8.109802,-0.928589
2.704239,8.133285,-0.716064
2.957336,8.289368,-0.678314
3.349533,8.710205,-0.938278
3.938782,9.300842,-1.065948
4.144379,9.933929,-0.748489
3.768372,10.434616,-0.140656
2.989456,10.62912,0.420563
2.098007,10.65094,0.685303
1.474976,10.677277,0.55896
1.199264,10.638153,0.178192
1.167358,10.416657,-0.248779
1.207352,10.113434,-0.384842
1.351929,9.756088,-0.246429
1.586807,9.359238,0.140091
1.81488,8.974564,0.518387
2.093399,8.578384,0.829346
2.520523,8.242813,1.273239
2.914963,7.985626,1.626175
2.991104,7.711212,1.653305
2.943939,7.536575,1.513
2.993683,7.464844,1.18988
3.079895,7.399307,1.003174
3.090454,7.28093,1.253403
2.871521,7.195969,1.673828
2.522537,7.223389,1.98169
2.163422,7.330322,2.124573
1.91542,7.499054,2.208298
1.847031,7.703018,2.344284
1.794098,7.868347,2.515121
1.795334,7.940414,2.761993
1.814514,7.932739,2.943039
1.628677,7.951447,3.083878
1.377274,8.044083,3.313965
1.213211,8.181198,3.626404
1.21608,8.334961,3.908035
1.360779,8.434021,4.011093
1.491837,8.423096,3.990356
1.496552,8.308228,3.792618
1.349228,8.123138,3.567963
1.060043,7.972748,3.340897
0.847366,7.879669,3.171967
0.837097,7.858826,3.101227
0.996323,8.004852,3.133713
1.108292,8.176804,3.35231
1.103073,8.421646,3.664947
1.116959,8.75975,3.943146
1.205337,9.054581,4.276886
1.345047,9.243973,4.518585
1.511276,9.293686,4.577682
1.704941,9.216934,4.637222
1.760239,9.073074,4.548813
1.630646,8.956772,4.30365
1.515564,8.855331,4.038727
1.510178,8.759079,3.500595
1.613632,8.735306,2.757797
1.730621,8.652756,2.078796
1.702789,8.466782,1.616394
1.578064,8.174027,1.367264
1.442017,8.256485,1.133057
0.761215,9.74968,2.225998
1.086716,11.445328,3.189667
2.618271,11.81926,2.549164
3.983658,11.974731,1.587952
4.403137,12.055939,0.999008
4.062393,11.896698,0.214981
3.381012,12.043732,-0.218994
2.922821,12.435623,0.073822
3.037338,12.115067,0.352448
3.15921,10.972656,0.361649
2.829681,9.851303,0.383041
2.273468,9.025177,0.646347
1.869095,8.337814,0.991974
1.560043,7.746857,0.869141
1.424515,7.41954,0.420044
1.258194,7.321503,-0.199921
1.139206,7.367859,-1.003952
0.962509,7.538361,-1.630173
0.601685,7.770843,-2.014359
0.072021,8.30516,-2.318344
-0.499435,9.105301,-2.104385
-0.987778,9.911911,-1.500809
-1.335556,10.41301,-0.680649
-1.409821,10.550323,-0.042694
-1.32843,10.411514,0.333755
-1.11882,10.180237,0.380051
-0.694931,9.882538,0.192734
-0.132629,9.577362,-0.273056
0.521057,9.404678,-0.848557
1.054474,9.293869,-1.482086
1.367828,9.270325,-2.059891
1.655502,9.313766,-2.556458
1.833374,9.401489,-2.639893
1.793182,9.596298,-2.22406
1.530609,9.7892,-1.543915
1.184448,9.862442,-0.881653
0.750031,9.802948,-0.430984
0.386978,9.596115,-0.327576
0.112137,9.39679,-0.50528
-0.140381,9.182312,-0.771332
-0.206787,9.0074,-0.996811
-0.207352,8.939453,-1.099152
0.023651,8.838318,-1.039505
0.239593,8.815918,-0.896957
0.351257,8.766754,-0.822418
0.361496,8.751297,-0.643753
0.275208,8.863129,-0.513153
0.160736,9.03215,-0.350906
0.211395,9.242416,-0.306351
0.468796,9.376999,-0.165649
0.762634,9.462814,-0.070374
1.113693,9.505707,-0.053482
1.352493,9.523346,-0.023331
1.388977,9.441971,-0.0569
1.338333,9.366852,-0.094131
1.189865,9.428955,-0.173645
1.040085,9.415283,-0.123749
0.836655,9.355057,0.046646
0.49234,9.299652,0.195831
0.261612,9.328674,0.160202
0.000198,9.403931,0.14743
-0.219162,9.484238,0.010284
-0.288208,9.410858,-0.121552
-0.316757,9.297745,-0.082932
-0.274445,9.319656,-0.185898
-0.141937,9.320648,-0.199173
-0.045319,9.356201,-0.221542
-0.170914,9.393753,-0.435822
-0.311417,9.490768,-0.709641
-0.306503,9.61673,-1.042435
-0.119583,9.73642,-1.299606
0.167374,9.837006,-1.339768
0.514618,9.904251,-1.293228
