acc x,acc y,acc z
-1.118408,9.539566,-2.248352
-1.16095,9.480438,-2.171005
-1.188889,9.450806,-2.076462
-1.278183,9.449692,-2.036438
-1.326569,9.460861,-2.115417
-1.28595,9.544251,-2.149139
-1.276138,9.661743,-2.060837
-1.252869,9.791672,-1.887833
-1.115479,9.876419,-1.765305
-0.840424,9.888916,-1.814438
-0.643311,9.845154,-1.766495
-0.524078,9.7509,-1.768494
-0.456024,9.657776,-1.904587
-0.533936,9.630554,-2.011124
-0.643951,9.712036,-2.025635
-0.777863,9.856598,-1.897476
-0.923325,9.93309,-1.851578
-1.013138,10.01561,-1.820343
-1.07019,10.136353,-1.757309
-1.13028,10.210312,-1.699997
-1.150299,10.239014,-1.590317
-1.099243,10.206192,-1.527222
-1.125961,10.086884,-1.519486
-1.279038,9.921997,-1.51181
-1.496124,9.749649,-1.45047
-1.780151,9.603333,-1.247879
-2.050308,9.511261,-1.010132
-2.317215,9.494873,-0.787201
-2.558762,9.516678,-0.667023
-2.700165,9.585449,-0.673676
-2.752304,9.678696,-0.622757
-2.678467,9.763367,-0.635254
-2.572571,9.748154,-0.939957
-2.511902,9.707733,-1.325348
-2.4505,9.637314,-1.520172
-2.320648,9.415848,-1.287888
-2.010086,9.066345,-0.825882
-1.624878,8.703476,-0.398758
-1.416962,8.404907,-0.022324
-1.373459,8.267075,0.373596
-1.298355,8.301575,0.657761
-1.251648,8.403763,0.580978
-1.251312,8.477325,0.429489
-1.227203,8.462891,0.397522
-1.242401,8.347214,0.493286
-1.32724,8.157532,0.723938
-1.427887,8.009171,0.778168
-1.46254,7.97702,0.868225
-1.377945,7.99884,1.100708
-1.309174,8.077698,1.334778
-1.272446,8.109146,1.405472
-1.276688,8.135788,1.388855
-1.299805,8.160614,1.258011
-1.39798,8.273956,0.964432
-1.460312,8.447708,0.961609
-1.441406,8.631622,1.037613
-1.332748,8.814621,1.148834
-1.412399,8.92804,1.441605
-1.609055,8.880707,1.541443
-1.724915,8.741058,1.643814
