acc x,acc y,acc z
0.399765,9.534927,-0.453979
0.161011,9.534027,-0.514374
-0.083923,9.544571,-0.615784
-0.292358,9.570328,-0.702408
-0.449341,9.605804,-0.692871
-0.611389,9.660812,-0.686478
-0.75618,9.694458,-0.660706
-0.842743,9.732986,-0.662445
-0.91275,9.779892,-0.583038
-0.86441,9.869293,-0.517899
-0.825836,9.971451,-0.492096
-0.758347,10.070053,-0.380188
-0.655838,10.156189,-0.370178
-0.506668,10.180374,-0.34761
-0.388611,10.156708,-0.193283
-0.233368,10.084839,-0.060913
-0.106659,9.932724,0.051575
-0.068161,9.851105,0.204453
0.092117,9.749329,0.302902
0.304703,9.579788,0.316193
0.484909,9.471787,0.225098
0.597321,9.544571,0.355179
0.708679,9.92128,0.637985
0.857742,10.700668,0.932938
1.031998,11.671845,1.154556
1.425751,12.424469,1.191162
1.823837,12.645386,1.305038
2.238892,12.292129,1.653961
2.229813,11.660614,1.926941
2.378052,10.895325,2.062027
2.426865,10.157196,2.310181
2.193192,9.698837,2.758179
1.95285,9.296005,3.004776
1.524216,9.030487,2.672455
0.864533,8.880936,2.082993
0.338242,8.738068,1.514404
-0.139328,8.771469,1.303665
-0.392899,8.889175,1.415665
-0.611786,8.870544,1.537705
-0.737976,8.612015,1.781952
-0.813553,8.180084,1.730362
-0.892029,7.661591,1.812912
-0.973297,7.139343,2.160461
-0.940247,6.636002,2.608902
-0.825485,6.253037,3.061279
-0.563843,6.047989,3.539291
-0.309311,6.037415,3.807312
0.050705,6.161957,3.7798
0.521561,6.430618,3.558014
0.892929,6.780747,3.395935
1.343033,7.15036,3.367065
1.798035,7.540543,3.54718
2.167069,7.952393,3.617981
2.52211,8.365234,4.017166
2.941299,8.613113,4.331039
3.204239,8.623825,4.501221
3.219543,8.466415,4.784561
3.096451,8.333496,4.920349
2.940826,8.238892,4.965286
2.673355,8.234116,4.99234
2.47934,8.272797,4.934372
2.206467,8.243469,4.83284
2.00705,8.351395,4.818314
1.764298,8.421417,4.701401
1.512787,8.405334,5.016159
1.28685,8.370728,5.290832
1.047104,8.343735,5.317184
0.830719,8.243668,5.293686
0.459106,8.144089,5.437576
0.270569,8.062729,5.595581
0.20253,8.029144,5.231522
0.111145,7.944305,4.840271
-0.173172,8.054733,4.785492
-0.193634,8.690018,4.945068
-0.47493,10.68782,5.644379
-0.563507,13.632141,6.8452
-0.343201,15.662354,7.058044
-0.632416,15.741058,5.949478
-0.911652,13.412659,4.324036
-0.178513,9.602905,3.427628
1.436081,5.944367,3.54715
2.725159,3.630493,3.725617
3.523987,3.292984,3.63681
3.779648,4.597565,3.85643
3.425934,6.344742,3.722961
2.845795,8.072174,2.507202
2.354736,10.044708,1.498505
1.611023,11.746567,0.776428
0.791748,12.588867,-0.167938
-0.159348,12.25087,-0.9879
-1.361084,11.061691,-1.377487
-2.622452,9.677368,-1.229172
-3.350555,8.281677,-0.901901
-3.525772,7.093292,-0.688568
-3.483536,6.417923,-0.550751
-3.298584,6.447479,-0.501251
-2.742828,7.093353,-0.40181
-1.696487,8.109879,-0.182129
-0.455841,9.194855,0.050797
0.918182,10.091126,0.113937
1.991699,10.605072,-0.01561
2.399506,10.60289,-0.116409
2.124405,10.047318,-0.025726
1.746063,9.302689,0.245987
1.089279,8.557358,0.507202
0.518311,8.069733,0.685364
-0.123627,7.853394,0.585632
-0.567871,8.085465,0.420013
-0.884796,8.520966,0.12645
-1.073105,8.892502,-0.406494
-1.187653,9.019348,-1.03775
-1.322861,8.922424,-1.466141
-1.465302,8.693542,-1.577728
-1.635391,8.483612,-1.53331
-1.748901,8.348068,-1.432724
-1.803467,8.342575,-1.371414
-1.755066,8.4422,-1.35112
-1.520798,8.699463,-1.352432
-1.178116,9.08699,-1.357941
-0.796051,9.348694,-1.301102
-0.360397,9.32457,-1.189545
0.158875,9.053848,-1.050003
0.593735,8.871979,-0.924805
0.963623,8.945557,-0.8965
