acc x,acc y,acc z
0.508194,9.575348,-1.514969
0.637894,9.608444,-1.460983
0.686859,9.557327,-1.30307
0.647079,9.536499,-1.217773
0.61937,9.581055,-1.30394
0.659286,9.592728,-1.327942
0.586868,9.543335,-1.273621
0.438141,9.4664,-1.264053
0.267319,9.449875,-1.218857
0.084625,9.45752,-1.102234
-0.093491,9.435165,-1.092896
-0.234512,9.418457,-1.165726
-0.320816,9.441879,-1.171463
-0.317856,9.45372,-1.260468
-0.281006,9.45079,-1.31485
-0.19281,9.44484,-1.33316
-0.031204,9.42392,-1.374191
0.173035,9.383072,-1.352127
0.342514,9.291595,-1.237763
0.461014,9.197311,-1.097611
0.489899,9.140717,-0.909668
0.355515,9.149094,-0.785706
0.167603,9.256973,-0.855789
-0.06076,9.467773,-1.109833
-0.219543,9.623215,-1.381821
-0.355042,9.680008,-1.399994
-0.476074,9.693588,-1.160996
-0.590973,9.608826,-0.710938
-0.768738,9.534851,-0.19252
-1.027252,9.550491,0.11937
-1.125854,9.662003,0.251068
-1.163193,9.820694,0.197128
-1.086746,9.897873,0.08728
-0.93811,9.851608,-0.015656
-0.713059,9.776978,-0.074326
-0.494171,9.71141,-0.099426
-0.378098,9.593369,-0.112747
-0.343277,9.504593,-0.160889
-0.356201,9.458847,-0.285797
-0.389618,9.327286,-0.379349
-0.377945,9.217819,-0.439545
-0.373337,9.102905,-0.449966
-0.392731,8.992157,-0.49231
-0.404999,8.968109,-0.560516
-0.418579,9.020721,-0.569855
-0.402161,9.132675,-0.602676
-0.249435,9.29071,-0.601395
0.002213,9.369766,-0.497803
0.146561,9.349762,-0.255981
0.231705,9.26886,-0.007538
0.227463,9.165054,0.095322
0.177048,9.057358,0.198853
0.108047,9.04332,0.156372
-0.008987,8.998856,-0.078583
-0.123535,9.028595,-0.125992
-0.232361,9.084305,-0.303848
-0.391907,9.108322,-0.629013
-0.549225,9.129395,-0.906815
-0.671295,9.113358,-1.13176
-0.69873,9.133835,-1.288788
-0.788345,9.076218,-1.337952
-0.722214,9.097137,-1.423187
-0.628891,9.129257,-1.351395
-0.575089,9.162704,-1.399078
-0.381332,9.201447,-1.341492
-0.096542,9.198914,-1.196198
0.063034,9.189468,-0.869614
-0.079453,9.258835,-0.685181
-0.416016,9.43573,-0.613403
-0.823135,9.604172,-0.539673
-1.327835,9.781693,-0.374451
-1.658691,9.930435,-0.247208
-1.77623,9.987747,-0.37973
-1.68074,9.947922,-0.55011
-1.609695,9.872574,-0.74762
-1.728287,10.21727,-0.863098
-2.169571,11.222259,-1.288193
-2.427109,12.548798,-1.872833
-1.947983,13.217804,-2.097549
-1.331116,13.026047,-1.78334
-0.933044,12.261856,-1.078323
-0.687729,11.729523,-0.269012
-0.376862,11.749039,0.004333
-0.085114,11.941788,-0.241943
0.203644,12.052536,-0.743301
0.447311,12.095978,-1.080215
0.631119,12.110138,-1.484909
0.669098,11.95842,-1.744919
0.679169,11.533874,-1.746903
0.818253,10.789154,-1.499725
1.206238,9.93663,-1.121567
1.830734,9.389908,-1.025101
2.338806,9.109085,-1.003052
2.960465,9.144531,-0.158157
3.371323,9.042557,0.534973
3.176605,9.236267,0.634506
2.714325,10.136017,0.721161
1.946198,11.4422,0.583557
1.529831,12.907776,0.223541
1.705948,13.977829,-0.2948
1.993729,14.396591,-1.017715
1.939072,13.853897,-1.918762
1.399628,12.485001,-2.66243
0.188873,10.741165,-3.050491
-0.848541,9.363235,-2.698273
-1.700088,8.541214,-2.158859
-2.372253,8.076675,-1.312408
-2.996429,7.741257,-0.38205
-3.080963,7.537994,0.551514
-2.6651,7.396469,1.409775
-1.774689,7.348618,2.132614
-0.486343,7.207245,2.537826
0.787048,6.954407,2.82811
1.885239,6.555466,2.751709
2.644623,6.197113,2.568008
3.125992,5.896439,2.288178
3.391281,5.690048,2.003769
3.488556,5.616684,1.800995
3.537979,5.69899,1.765137
3.440018,5.818604,1.681412
3.236465,5.94873,1.694672
2.723068,6.02034,1.922684
2.006119,6.038971,2.396637
1.125916,6.024582,3.041412
0.218857,5.968292,3.940826
-0.281494,6.05278,4.672821
-0.128754,6.268387,4.649536
0.244324,6.694763,4.189011
0.380722,7.387787,3.790543
0.016724,8.324722,3.659821
-0.67865,9.563705,3.868668
-1.406998,10.792252,4.285965
-1.938477,11.451004,4.590103
-2.129837,11.51207,4.450012
-1.73764,11.057449,3.952118
-0.44986,10.576248,3.538178
1.47287,10.265259,3.289032
3.623917,10.275177,3.092621
5.424805,11.840713,3.818924
6.889069,14.94606,5.713425
8.704819,16.883072,6.632736
9.091965,15.546143,6.347748
8.018311,11.585403,5.827713
6.34198,7.033646,5.138565
3.943329,3.541489,4.177383
1.327164,2.102646,3.035324
-0.996872,3.000549,2.041657
-3.012817,4.810776,0.759872
-4.13623,6.892883,-1.422195
-3.928162,9.253571,-3.496246
-3.029205,11.360443,-4.099808
-2.158035,12.700455,-3.539902
-1.564987,12.816467,-2.084656
-0.880478,11.768646,-0.100571
-0.091293,9.887711,1.678314
0.696609,7.960449,3.074616
1.616135,6.974014,3.788147
2.2845,6.909241,3.686615
2.579575,7.576996,3.4552
2.69632,8.596634,3.1931
2.345032,9.521423,2.460632
1.436111,10.009186,1.361237
0.242004,9.935577,0.384445
-1.058624,9.318726,-0.401016
-2.192886,8.474518,-0.758194
-2.913528,7.773468,-0.705429
-3.250977,7.370926,-0.445908
-3.139267,7.405777,-0.069427
-2.633164,7.696518,0.132706
-1.808472,8.16095,0.153915
-0.883484,8.77626,0.081619
-0.073196,9.358307,-0.089966
0.443573,9.794144,-0.273941
0.722748,9.951019,-0.343002
0.715729,9.811554,-0.186829
0.562164,9.464905,0.180283
0.445328,9.048935,0.709778
0.386261,8.897324,1.151672
0.41568,8.999619,1.624878
0.535141,9.148193,1.818756
0.526062,9.085892,1.593323
0.338364,8.875214,1.149338
0.166657,8.77092,0.499527
0.008133,8.78183,-0.43808
-0.264908,8.801941,-1.383804
-0.512894,8.809036,-1.962875
-0.564819,8.748749,-1.877716
-0.874924,8.461655,-1.377884
-1.880768,8.458343,-0.871796
-3.185562,8.984116,-0.801758
-4.123032,9.773666,-1.177139
-4.411072,10.468506,-1.231247
-4.429947,10.89891,-0.929855
-4.427017,11.248566,-0.384094
-4.807114,12.304031,0.221268
-5.138382,13.701401,0.419662
-4.020447,14.318298,0.93457
-2.364945,14.230896,2.350906
-1.228989,14.140366,2.609665
-0.216156,14.02536,1.415543
0.415451,14.139786,0.044342
0.744141,14.175827,-0.858017
1.644653,13.703598,-1.44548
3.096085,12.809906,-1.12767
4.438202,11.962875,-0.244782
4.852798,11.416016,0.195801
5.081451,11.310104,0.054688
4.692718,11.511978,-0.131241
3.375717,12.01062,0.104858
1.677566,12.487549,0.102875
0.543182,12.617966,-0.162842
0.130142,12.301086,-0.932739
0.07811,11.870895,-1.891922
-0.091415,11.409363,-2.656357
-0.361038,10.976807,-3.225906
-0.870667,10.353134,-3.668091
-1.309601,9.715652,-3.850006
-1.668381,8.621796,-3.627167
-1.819076,7.639786,-2.686356
-2.084137,6.768295,-1.670303
-2.171249,5.977448,-0.752975
-1.983231,5.305191,-0.10907
-1.54744,4.874222,0.222351
-0.674377,4.738907,0.427811
0.209427,4.676285,0.622345
1.218781,4.6931,1.010971
2.26358,4.804703,1.467178
3.028625,5.1483,1.927048
3.481628,5.535339,2.241196
3.737366,6.135666,2.593887
3.981628,6.859268,2.511002
3.984604,7.609833,2.181244
3.532379,8.008163,1.702469
2.768143,7.972076,1.545074
2.361527,7.888901,1.81076
1.953461,7.267136,2.094391
1.792404,6.579285,2.80397
1.884552,6.376572,3.375259
1.77478,6.738403,3.19487
1.44873,8.324432,2.986282
1.06778,10.825394,3.778061
0.896912,13.001953,4.544861
1.379318,13.454666,5.585464
1.108856,12.71135,6.145264
0.128845,11.007828,5.549362
0.457443,9.699234,5.302505
1.896744,9.13324,4.738983
3.305191,8.304489,3.142853
3.87767,8.006058,3.161743
2.548981,10.598663,5.647644
2.316742,13.377533,4.139831
2.395355,14.707199,1.245087
2.230362,14.560471,0.47879
1.918869,12.089172,1.416229
1.573761,9.488083,3.850326
0.924606,7.117844,4.753509
0.165833,5.17775,3.673309
0.403976,4.617248,1.570282
0.976166,5.063141,-0.156097
1.149506,6.529495,-1.261032
0.872498,8.328445,-1.871933
0.326843,10.192383,-2.332031
-0.668213,11.5923,-2.120773
-1.757767,11.957932,-1.360901
-2.70787,11.41861,-0.345657
-2.925263,10.376968,0.759384
-2.703873,9.229752,1.46051
-2.183456,8.451752,2.166626
-1.164871,8.00531,2.340546
-0.214081,7.872894,1.687408
0.555801,8.095139,0.781357
1.012711,8.425446,-0.062103
1.06189,8.581802,-0.816315
0.662582,8.58699,-1.205048
-0.050018,8.509796,-1.09137
-0.827515,8.605453,-0.713989
-1.290161,8.734283,-0.310806
-1.426895,8.819977,-0.083389
-1.199875,8.671082,-0.138565
-0.925797,8.415543,-0.312271
-0.708252,8.311188,-0.461014
-0.560989,8.412262,-0.440903
-0.443588,8.678329,-0.389252
-0.478836,8.954193,-0.295349
-0.703293,9.140274,-0.121353
-1.025635,9.243408,0.053894
-1.370834,9.254028,0.200394
-1.475143,9.278137,0.374878
-1.224884,9.295349,0.551498
-0.775803,9.159012,0.69133
-0.301132,8.92746,0.778015
0.165665,8.74231,0.657471
0.56955,8.766418,0.176895
0.80687,9.112686,-0.541168
0.883865,9.62767,-1.121796
0.759216,9.897079,-1.129257
0.38591,9.799561,-0.726059
-0.505829,9.427597,0.007126
-1.972809,9.228638,0.426575
-3.581161,9.423553,0.299423
-4.788895,10.000153,0.078964
-5.282761,10.845596,-0.026855
-5.338608,11.810715,-0.046951
-5.347275,13.170395,-0.131027
-4.811279,14.503723,-0.251938
-3.568771,15.080948,-0.072861
-2.388367,14.938675,-0.056702
-1.038239,14.358932,-0.564865
0.317673,13.762192,-0.891678
1.508072,13.003738,-1.142532
3.003036,11.984604,-1.358551
5.030884,11.208572,-1.299789
6.257263,10.649017,-1.510971
5.699448,9.994949,-1.838837
4.655456,10.129471,-1.163223
3.562347,11.606476,0.618591
2.712143,13.388062,1.695801
2.245224,14.321838,1.016174
1.718277,14.429169,-0.315872
0.763123,13.963303,-1.528183
-0.032242,13.292542,-2.971375
-0.847733,12.592453,-4.329056
-2.067673,11.787354,-5.179169
-3.368729,10.898254,-5.634827
-4.581589,9.888504,-5.448181
-5.185333,8.794174,-4.449951
-4.957977,7.840515,-2.915726
-4.195053,7.01503,-1.348129
-2.90596,6.402588,-0.112213
-1.272965,5.991135,0.632248
0.413498,5.722275,1.045944
1.965149,5.554718,1.273285
3.137619,5.435608,1.344132
3.979217,5.439285,1.375961
4.530212,5.450653,1.654205
4.754227,5.632507,2.079834
4.62796,5.921265,2.288696
4.161896,6.113205,2.010147
3.452103,6.305893,1.638962
2.562271,6.593674,1.597168
1.766876,6.857422,1.87381
1.238617,6.866089,2.11084
0.978333,6.590805,2.108978
0.712967,6.064743,2.144623
0.26358,5.633179,2.481323
-0.312256,5.426697,3.0439
-0.65358,5.727264,3.33638
-0.622375,6.668594,3.151169
-0.556915,8.480667,2.820755
-0.73204,10.647797,2.664535
-0.876144,12.426453,2.837265
-0.907059,13.591934,3.639542
-0.865509,13.969803,4.277222
-0.447586,13.807205,4.236969
0.720428,13.011261,4.011688
2.779633,12.002884,4.24823
4.942459,10.761597,4.235794
6.598251,10.475586,4.533752
7.624161,11.714127,6.542908
8.135223,12.717361,6.953964
7.108932,12.733536,6.069931
4.612808,11.112701,4.38678
2.108276,8.520935,2.777405
-0.220184,5.945557,2.117935
-0.969437,4.370682,1.216919
-1.344772,4.1931,0.118698
-2.473801,5.411957,-0.716141
-2.533096,7.257294,-1.640884
-1.76474,9.141663,-2.519897
-0.927322,10.816284,-2.709045
-0.171112,11.853577,-2.673508
-0.074295,11.945755,-2.05043
-0.266602,11.241211,-0.385178
-0.434906,9.929245,1.149536
-0.627365,8.45372,2.483749
-0.387329,7.570297,3.445709
0.362946,7.312454,3.762695
0.924835,7.48529,3.300613
1.411697,8.13118,2.239777
1.464996,8.899368,0.962112
1.054703,9.446182,-0.060013
0.248795,9.634552,-1.144333
-0.776703,9.398376,-1.66507
-1.5672,9.113281,-1.431534
-2.088058,8.754562,-0.994171
-2.294907,8.578522,-0.261765
-2.021439,8.498962,-0.072144
-1.541199,8.391464,0.020554
-1.071289,8.421951,-0.183868
-0.642197,8.461029,-0.411667
-0.507523,8.659866,-0.546112
-0.741409,8.877396,-0.515335
-1.061615,8.971848,-0.443924
-1.363464,9.097443,-0.205582
-1.47612,9.186279,-0.010101
-1.483032,9.285339,0.365387
-1.164062,9.437225,0.685257
-0.733627,9.518158,1.068955
-0.318588,9.293869,1.288956
0.148605,8.938202,1.31662
0.398666,8.716934,1.235947
0.582962,8.912659,0.807022
0.559586,9.149307,-0.018021
0.266891,9.147781,-0.6884
-0.33519,8.988205,-1.196991
-1.164215,8.996841,-1.407654
-2.016891,9.294647,-1.479629
-2.659485,9.835999,-1.499741
-2.972549,10.407196,-1.308029
-2.831863,10.707764,-0.890198
-2.313705,10.723068,-0.509903
-1.771927,10.47229,0.153793
-1.619583,10.330597,0.789185
-1.91716,10.294266,0.916946
-2.800766,11.229767,1.002869
-3.552506,13.020615,0.690628
-2.833313,14.203018,0.526993
-1.615997,14.340393,1.050354
-0.816895,13.795609,0.695862
0.166931,13.272507,-0.466141
1.521973,12.680634,-2.080795
2.824692,11.941956,-3.212296
3.647034,10.889923,-3.029831
3.561142,9.670593,-2.155136
3.948212,9.382019,-1.171356
3.251205,9.402756,-0.451599
2.445664,10.011551,0.34491
1.602585,10.920639,0.799057
0.721954,12.001877,0.802505
0.061615,12.974426,0.12674
-0.252518,13.552383,-0.950439
-0.436707,13.6707,-1.913788
-0.832733,13.322983,-2.609497
-1.304062,12.576492,-3.121887
-1.773254,11.668503,-3.453201
-2.000946,10.712677,-3.522324
-2.23262,9.634796,-3.324264
-2.308411,8.545624,-2.748932
-2.141373,7.469391,-1.769928
-1.781616,6.771637,-0.868057
-1.095795,6.35173,-0.125275
-0.288895,6.085419,0.402069
0.706512,6.058411,0.791626
1.665741,6.145966,1.068817
2.479324,6.360138,1.254547
3.00557,6.672195,1.377808
3.287872,7.013825,1.408447
3.314026,7.296326,1.303299
3.188095,7.552704,1.229721
2.85379,7.775986,1.139206
2.388596,7.93335,1.137436
2.068787,8.005905,1.201416
1.850815,7.945419,1.271729
1.68045,7.661972,1.329636
1.562927,7.180084,1.40448
1.408615,6.601959,1.426071
1.125916,6.056,1.571899
0.581726,5.84462,1.902451
-0.032379,5.98381,2.372787
-0.329971,6.502289,2.729019
-0.171295,7.417557,2.696365
0.073669,8.723373,2.620941
0.160355,10.277725,3.012009
0.398758,11.746353,3.887711
0.833878,12.964935,4.938126
1.166046,13.563553,5.718857
1.344132,13.256729,5.921875
1.597809,12.323013,5.718384
2.048218,11.075409,5.368225
2.646164,9.296326,4.752426
3.241104,7.943741,4.003693
4.070541,7.859512,3.945328
4.173599,9.367432,5.37326
3.832336,11.008362,6.334625
3.263199,11.470444,5.038361
1.880264,11.120026,3.175491
0.184601,10.201584,1.876694
-1.211212,9.176575,1.700149
-1.776184,8.162735,1.583511
-1.835388,7.353729,0.667511
-1.571945,7.338699,-0.591843
-0.672226,7.861115,-1.658295
0.739914,8.393692,-2.310959
1.914322,8.73024,-2.561462
2.189148,9.198959,-2.295013
1.438034,9.906433,-1.563477
0.157761,10.365646,-0.569061
-0.828705,10.244751,0.485443
-1.1987,9.829697,1.618378
-1.060135,9.495483,2.450302
-0.784851,9.428467,2.823425
-0.434479,9.551025,2.308014
-0.180481,9.704514,0.848297
-0.073364,9.774673,-0.468887
-0.022659,9.654694,-1.301544
-0.043991,9.310944,-1.58815
-0.226105,8.928345,-1.458145
-0.46257,8.627701,-1.062103
-0.692551,8.559174,-0.696869
-0.788513,8.799088,-0.53476
-0.650742,9.232834,-0.560638
-0.580231,9.486588,-0.577774
-0.564896,9.599152,-0.482773
-0.727615,9.525772,-0.278854
-0.99762,9.363876,-0.036972
-1.241302,9.150604,0.083145
-1.426468,9.007263,0.119339
-1.462509,8.942886,0.152634
-1.396622,9.015884,0.147598
-1.250656,9.150497,0.188614
-1.087372,9.275833,0.286026
-0.861725,9.369827,0.522903
-0.742615,9.372147,0.672546
-0.577576,9.322891,0.760254
-0.38205,9.272965,0.676132
-0.082092,9.147873,0.42926
0.200211,9.118896,0.167053
0.369797,9.012512,-0.167465
0.231262,8.732773,-0.411911
-0.331772,8.606338,-0.651001
-1.20581,8.699478,-0.93721
-2.052383,9.159561,-1.346787
-2.575928,9.570023,-1.536301
-2.830154,9.912643,-1.545334
-2.685761,10.131592,-1.429001
-2.226486,10.138473,-1.111374
-1.713211,10.046371,-0.845703
-1.191132,10.002533,-0.511246
-0.802307,9.994156,-0.076752
-0.630981,9.828384,0.282745
-0.381454,9.715179,0.647812
0.065491,9.606628,1.025055
0.452362,9.445312,1.376495
0.606583,9.307693,1.564621
0.186295,9.434982,1.42955
